Work ID,Work ISWC,Party ID,Party IPI Name,Party Full Name,Party Role
SV8CGF,,726843,563650150,PENNY FARTHING MUSIC,RightsAdministrator
S6703G,,727264,,SUPER CASSETTES,OriginalPublisher
MVCFOX,,729235,439775507,FRAU PINK MUSIC,OriginalPublisher
K2711X,T0070141751,735833,,ED. MUSICA BUDAPEST MUSIC LTD.,OriginalPublisher
DV8KFF,,746379,670513949,ULTRA TUNES,RightsAdministrator
TA712V,T3120679683,746383,425536365,ULTRA EMPIRE MUSIC,OriginalPublisher
G4039C,T8029452481,886145,,I2I MUSIKPRODUKTIONS-UND MUSIK,OriginalPublisher
TVEZYR,,939081,33428304,YUGGOTH MUSIC,OriginalPublisher
X0841B,,945856,,FAIRWOOD MUSIC (UK) LTD,OriginalPublisher
I6638P,,979841,89016756,HARVEY W WILLIAM MASON JR,Composer
J2454U,,825916,462270862,JAMBITION MUSIC,OriginalPublisher
J1361O,,829896,,EDIZIONI CHAPPELL SRL,OriginalPublisher
EA7PHH,,877972,,SAYCO (SOCIEDAD DE AUTORES Y COMPOSITORES DE COLOMBIA),OriginalPublisher
PA0FYJ,,877972,,SAYCO (SOCIEDAD DE AUTORES Y COMPOSITORES DE COLOMBIA),OriginalPublisher
EV8KNI,T3064185888,981338,532493456,KELLEIGH CARLYLE BANNEN,ComposerLyricist
SC0520,,983801,432463770,SAMUEL DAVID LITTLEMORE,ComposerLyricist
P43055,,749950,16085109,"KENDOR MUSIC, INC.",OriginalPublisher
MVBYEA,,780427,,PEARSON ALTO MUSIC,OriginalPublisher
D4191E,T0117036971,868773,,HAT TRICK MUSIC LTD.,OriginalPublisher
PVCNNN,,875073,,ALSON MUSIC,OriginalPublisher
LVBJ80,,923951,697730100,SONY/ATV MUSIC PUBLISHING ALLEGRO (GERMANY) II EDITION,OriginalPublisher
M3924Y,T9035935263,752653,601191692,BMG GOLD SONGS,OriginalPublisher
M7773Y,,809905,,STORMKING MUSIC,OriginalPublisher
I4736R,,813336,460395650,MUSIC SALES CORPORATION,RightsAdministrator
NV8HTF,,814601,613418865,MAVISAZ EDISYON MUZIK ESERLERI,OriginalPublisher
RB1P1R,T9048624948,836988,,SUISA,OriginalPublisher
B3579L,,861339,338164558,SONY/ATV TUNES LLC,RightsAdministrator
DVBMDK,,861339,338164558,SONY/ATV TUNES LLC,RightsAdministrator
TVG7Z8,,902530,179581129,"MEGATRAX PRODUCTION MUSIC, INC",RightsAdministrator
WVBKDC,T7034581132,951069,401716499,ISMAEL BERTRAND DE SAINT LEGER,Composer
T9141A,T0420537934,752642,595808890,BMG PLATINUM SONGS,RightsAdministrator
G4039C,T8029452481,752642,595808890,BMG PLATINUM SONGS,RightsAdministrator
D8018F,T9138810921,752642,595808890,BMG PLATINUM SONGS,RightsAdministrator
UV7ULY,,819327,230677184,HOLPIC MUSIC INC.,OriginalPublisher
Z1167T,,857299,574164244,ELECTRIC SPLASH MUSIC,OriginalPublisher
X34827,T9134819253,876154,601891755,RICOCHET PROD. LTD.,OriginalPublisher
HV9UV1,,967903,813991127,JIMMY ROBBINS MUSIC WORLDWIDE,OriginalPublisher
IC5ZHM,,975329,831164756,EKKO MUSIC RIGHTS EUROPE,OriginalPublisher
C84958,,984844,163306591,WY MAN WONG,ComposerLyricist
G37531,,768439,547043753,RESERVOIR MEDIA MUSIC,OriginalPublisher
I3163J,,850061,69301284,PAW PAW MUSIC,OriginalPublisher
TD8C5B,T3040126505,950413,551095364,EL MURMULLO SARAO,OriginalPublisher
MVCFOX,,852885,628653915,BMG SAPPHIRE SONGS,OriginalPublisher
W7034C,,881106,,TFC,OriginalPublisher
T8745P,,926076,60796953,WC MUSIC CORP,RightsAdministrator
DV8D87,T9176615773,936509,739228421,THESE ARE SONGS OF PULSE,OriginalPublisher
J1444U,,716372,503659557,KOBALT MUSIC PUB AMERICA INC,OriginalPublisher
C2491L,,716372,503659557,KOBALT MUSIC PUB AMERICA INC,RightsAdministrator
E5397R,T0421310420,862142,,SOCIEDAD GENERAL DE AUTORES DE ESPANA S G A E,OriginalPublisher
G4039C,T8029452481,886147,,UFA SERIAL DRAMA GMBH,OriginalPublisher
CA046Z,,948542,638749598,IAN ELLERKER,Composer
DV8RDU,,924572,285100389,SONY/ATV MUSIC PUBLISHING KOREA,OriginalPublisher
FV8M4F,,979385,449526919,FERNANDO BLASI,Composer
M3924Y,T9035935263,752653,601191692,BMG GOLD SONGS,RightsAdministrator
EVBOAV,T0050082104,837808,241326402,EMI MUSIC PUBLISHING ITALIA SRL,OriginalPublisher
M8843B,,852717,,ISAACS FAMILY PUB,OriginalPublisher
P6683K,,856600,216877642,YOMIURI-TV ENTERPRISE,OriginalPublisher
B4916D,T8014098104,861339,338164558,SONY/ATV TUNES LLC,RightsAdministrator
HV9CCC,T9135656234,861339,338164558,SONY/ATV TUNES LLC,RightsAdministrator
PV7DOZ,,752642,595808890,BMG PLATINUM SONGS,RightsAdministrator
V0438J,,799744,,SBA MUSIC PUB LTD,OriginalPublisher
E64189,T9132149952,861727,533712176,PARAMOUNT ALLEGRA MUSIC,OriginalPublisher
FE6D5X,,972002,,PRIMARY WAVE ANTHEMS,OriginalPublisher
G6510H,,978342,595378002,CHRISTOPHER MARTYN CROWHURST,Composer
LV7PV1,,851307,,ST. ANGELO MUSIC,OriginalPublisher
P4336H,T9028527039,852884,627166639,BMG RUBY SONGS,RightsAdministrator
W4334F,T8021847984,873084,567521924,BMG RIGHTS MANAGEMENT GMBH (GE,OriginalPublisher
KV7B72,,906396,,1545 PUB,OriginalPublisher
T7257G,T9059521527,915354,437714938,SHELLY BAY MUSIC,RightsAdministrator
AV847G,T9173566251,926076,60796953,WC MUSIC CORP,SubPublisher
FVAZ1J,,926076,60796953,WC MUSIC CORP,OriginalPublisher
T1785N,,841337,,BMG MUSIC PUBL. AUSTRALIA PTY.,OriginalPublisher
HV9UV1,,864350,662081751,TOPLINE HITS,OriginalPublisher
HVB3ZQ,,922265,456659316,SKY BLUE MUSIC,OriginalPublisher
BV7IWE,T9185971782,934724,139661258,MULTISONGS,OriginalPublisher
LVC2NR,T9128638299,990283,421113521,GLYN MICHAEL OWEN,Composer
AA8BVQ,,982223,588411031,MATTHEW NEWMAN DUNNE,ComposerLyricist
SVASEJ,,943866,141330620,ALIENTEEN MUSIC,OriginalPublisher
CVC5PN,T9028939788,882871,128911570,IRAGUO MUSIC,OriginalPublisher
XV7CJ7,,926076,60796953,WC MUSIC CORP,SubPublisher
OC3OE3,,991621,265470360,TIMOTHY DOMINIQUE BENJAMIN,Composer
HV98OJ,T0710727379,103280,336014693,JOHN TABACCO,ComposerLyricist
FE6D5X,,1125512,436560946,OMAR EDWARDS,ComposerLyricist
E3752X,,1157392,143122518,GYOERGY SEN. KURTAG,Composer
M2369G,T0430176967,1160502,233967449,ANTONIO SR. FERNANDEZ ORTIZ,ComposerLyricist
M3212N,,1257905,,MARK SAMS,ComposerLyricist
C01794,,1558944,,NICHOLAS EDWARD CAVE,Composer
RB3CQQ,,1576567,746764305,MAURITS T VERWOERD,ComposerLyricist
LVBR7U,T7034083326,1610039,401708497,LAURENT CUENCA,Composer
F77187,T0700580013,1665915,62205120,SETH JUSTMAN,ComposerLyricist
P2450W,,1078183,,MUSERK LLC,RightsAdministrator
YV8DQL,,1078683,840377732,Z-TOWN MUSIC,RightsAdministrator
LV7EZ3,T9133445462,1122648,542342379,SEAN M DONNELLY,ComposerLyricist
C5093M,,1157879,538488507,DINESH KUMAR,Composer
T4893A,T9108046442,1208252,275180070,BIHARI VINAY,Composer
G4039C,T8029452481,1158323,239472939,KARSTEN SCHEUNEMANN,Composer
SH9S46,T0020716066,1160845,143042221,DANNY ROBAS,Arranger
W7034C,,1222064,403455097,RICHARD J WERBOWENKO,Composer
TC6Y45,T9146545439,1546845,129738055,MICHAEL MASSER,ComposerLyricist
RA5ZMW,T3005234486,1624138,146355766,OLIVIER ROBERT DELEVINGNE,Composer
HA0JB6,T8044075391,1083745,453229072,JAKOB GUSTAV HAZELL,ComposerLyricist
AA7O6N,T3016810763,1349674,542710965,EVAN MARSHALL WISE,ComposerLyricist
E3752X,,735833,,ED. MUSICA BUDAPEST MUSIC LTD.,OriginalPublisher
WV8FSD,,748796,,FRESH PRESS,OriginalPublisher
OVA2K7,T7034045940,836892,,S D R M,OriginalPublisher
DA115U,,949254,11031073,HEINZ FUNK (HAMBURG),Composer
RA8A02,,956764,258587515,CRAIG MORRIS,Composer
I81760,T9007578623,915486,736966593,FRANKIE G SONGS,OriginalPublisher
GV9L0A,,981810,557020469,LUIS PETER JOHANN BALTES,Composer
SVGVDT,,752653,601191692,BMG GOLD SONGS,RightsAdministrator
C2238A,,813336,460395650,MUSIC SALES CORPORATION,RightsAdministrator
DV8D87,T9176615773,978102,339306560,CARVIN HAGGINS,ComposerLyricist
X74568,,926076,60796953,WC MUSIC CORP,SubPublisher
HV7F0L,,733676,510945275,TYPEE MUSIC,OriginalPublisher
DVCWK2,,836892,,S D R M,OriginalPublisher
RV85L3,,935544,,NO LIMITS ONE,OriginalPublisher
LV7UIF,,941222,,TELEVISA MUSIC PUB S.A. DE C.V,OriginalPublisher
N4979Y,,854090,71904874,MUSHROOM MUSIC PTY. LTD.,OriginalPublisher
H4951Q,,973565,824506547,BMG AM PTY LTD,OriginalPublisher
H4951Q,,752653,601191692,BMG GOLD SONGS,RightsAdministrator
CV85FO,,752653,601191692,BMG GOLD SONGS,RightsAdministrator
DVD06D,,844870,,WITCH MUSIC,OriginalPublisher
I19488,T0714971615,861339,338164558,SONY/ATV TUNES LLC,RightsAdministrator
DV821I,,905322,605212692,"GOURMET SONGS, EDITION",OriginalPublisher
M16186,T0701163521,905494,575957098,INTEGRITY WORSHIP MUSIC,RightsAdministrator
WB5BA2,,985029,690083736,ZACHARY RAPP ROVAN,ComposerLyricist
FE6D5X,,840047,871669397,"CONCORD MUSIC GROUP, INC. DBA CONCORD COPYRIGHTS",OriginalPublisher
X8133R,T0023938626,955261,656771900,OLOF MAARTEN LINDSKOG,ComposerLyricist
C22479,,978989,59631754,DONALD T MARSH,ComposerLyricist
Z63823,T9143556325,824015,228951742,RANCH ROCK MUSIC,OriginalPublisher
IB9050,T3011020938,861337,187062752,SONY/ATV SONGS LLC,SubPublisher
HVB34O,T9211684763,872293,,MAP CATALOGS,RightsAdministrator
IV7LWK,T9185797299,925084,,JANKY J PUB,OriginalPublisher
X39055,,816716,,TORQUEWRENCH PRODUCTIONS LTD,OriginalPublisher
PVCNNN,,910354,263286262,TENYOR MUSIC,RightsAdministrator
SH62EK,,926076,60796953,WC MUSIC CORP,RightsAdministrator
YVAVT5,,926076,60796953,WC MUSIC CORP,SubPublisher
CA9OKP,,880059,185314175,WARNER-TAMERLANE PUB CORP.,OriginalPublisher
LV7H1V,,888509,,101 PRODUCTION MUSIC PTY LTD,OriginalPublisher
K16600,,905494,575957098,INTEGRITY WORSHIP MUSIC,SubPublisher
IV7LWK,T9185797299,978386,560067761,CLARENCE BERNARD COFFEE,ComposerLyricist
FV7QQC,,929150,505382177,ENDEMOL INTERNATIONAL BV,OriginalPublisher
L5607W,T0701023962,926076,60796953,WC MUSIC CORP,RightsAdministrator
PA17HN,,853097,615755145,SONGTRUST BLVD,OriginalPublisher
FE6D5X,,880059,185314175,WARNER-TAMERLANE PUB CORP.,OriginalPublisher
TV89DU,,861234,223845769,SONY/ATV MUSIC PUB BV,OriginalPublisher
L54778,T9023753539,1645659,407608956,JONATHAN PAUL WHEELER,ComposerLyricist
V12032,,1078183,,MUSERK LLC,RightsAdministrator
E5397R,T0421310420,1078183,,MUSERK LLC,RightsAdministrator
AV7UCU,T9166195659,1253316,286302759,JONATHAN SHAVE,Composer
F06503,T0410004464,1260385,,JUAN MOSTAZO MORALES,Composer
J2017U,,1325879,,ADRIAN YORK,Composer
TVDVO6,,1353061,500822696,AEION EDSON HOILETT,ComposerLyricist
L50707,T0115438442,1381205,295341647,MARK HUGH MORRISON,Composer
D3071V,,1301190,,MICKY SKEEDALE,Composer
EVBOAV,T0050082104,929152,38624377,NUMBER TWO EDIZIONI MUSICALI S,OriginalPublisher
Z0516Z,,926076,60796953,WC MUSIC CORP,OriginalPublisher
FV8M4F,,752642,595808890,BMG PLATINUM SONGS,RightsAdministrator
HA57EE,,1490671,602048100,CALVIN TARVIN,ComposerLyricist
TA377R,,768439,547043753,RESERVOIR MEDIA MUSIC,OriginalPublisher
Z04226,,2249842,,ASLAM NOOR,Lyricist
SVGPGS,T7029621216,2725764,,KOSINUS APM,RightsAdministrator
LVBYZ2,,2725764,,KOSINUS APM,RightsAdministrator
AVDPRL,T9158206509,2725772,788837168,LEMONCAKE APM,SubPublisher
AA0L0C,T0725917816,2806711,32914203,EARL WILD,ComposerLyricist
TVFQH5,T9131477117,2725805,,PURPLE FOX APM,RightsAdministrator
HA20TA,,382487,560790931,MATTHEW JOHN SANCHEZ,Composer
RVBF55,T7034821815,2725764,,KOSINUS APM,RightsAdministrator
SVGXTY,T9103788563,2725769,,KPM METRO PARK,RightsAdministrator
V0928Y,,2331284,,ROB GAASTERLAND,Composer
AV847G,T9173566251,2716321,823318553,WARNER CHAPPELL MUSIC COLOMBIA SAS,OriginalPublisher
IVECP3,,3070201,586872783,MARS MUSIC AB,OriginalPublisher
W17713,T0713510656,354157,,MARY CHAPIN CARPENTER,Composer
IV9M4Q,T3060589251,356518,,MARK BUMGARNER,ComposerLyricist
D5002E,,2266769,,CHAZZ GAITHER,Composer
KVAWVZ,T9182783808,2604430,619030081,BRADLEY FARMER,Composer
LV7PV1,,2727739,719510938,RUMINATING MUSIC,RightsAdministrator
OV9DGV,,2588972,732350568,LYNDSEY GERD GUNNULFSEN,Composer
FE6D5X,,2722550,589961081,CORY ALEXANDER HENRY,ComposerLyricist
HA20TA,,2725647,,BRUTON APM,SubPublisher
NC7E75,,2725647,,BRUTON APM,OriginalPublisher
PA2Y4D,T9262808195,2725788,,MUST SAVE JANE APM,OriginalPublisher
BA7KPD,,2725820,,RHYMEZ APM,RightsAdministrator
TA377R,,2744510,875711900,SONGS BY AMNIJA,OriginalPublisher
IV9M4Q,T3060589251,338652,430067986,MILAN KEITH MILLER,ComposerLyricist
DVAN86,T3057884392,372018,505412592,ANDREA GONZALEZ,ComposerLyricist
AVAWWN,T9104812206,2712724,435465648,ROBERT LORD,ComposerLyricist
WVBKC7,T0603591350,2821500,,EMI MUSIC PUB AUSTRALIA PTY LT,OriginalPublisher
I19488,T0714971615,325317,342567362,ERICA MONIQUE ATKINS,ComposerLyricist
GV8VKT,T0723357694,331971,,JUDITH MARTIN,ComposerLyricist
Z4163V,T0023912631,430481,544553350,YI WEI WU,Lyricist
AB2892,T3062088584,4607209,669363500,ALIBI GENERATOR,OriginalPublisher
TC66ZW,T9305829770,4591012,846558103,EDWARD TRISTRAM PHILLIPS,ComposerLyricist
SVG8IB,T8039402024,4337524,206495079,ROBERTO DI GIOIA,ComposerLyricist
X19932,,356533,53428783,INCONNU COMPOSITEUR AUTEUR,Composer
L3240P,,3831067,262017597,ROBERT SPRAGG,Composer
SVGJV6,,2331680,77591635,MICHAEL EDWARD CAEN,Composer
EV93FR,T8009971114,2516651,25638484,ACHIM REICHEL,Composer
HV9CCC,T9135656234,346628,402357001,DISCOVERY TRADEMARK HOLDING CO,OriginalPublisher
HVB34O,T9211684763,3829249,183960541,WAYNE HAUN,ComposerLyricist
E64686,T0465284858,2317422,280115596,EMILIANO GERMAN BRANCCIARI AMARILLO,Composer
N1718Q,,2328108,,JOO HO LEE,Composer
WVBKDC,T7034581132,2725717,812722952,CEZAME METRO PARK,RightsAdministrator
Z1401A,T3057814805,371436,343190973,STEPHEN WADE SIMMONS,ComposerLyricist
X07682,T3058723125,377855,532426573,BENJAMIN NICHOLAS HUNTER GOLDWASSER,ComposerLyricist
N2980I,,2397265,,MANOJ MATLABI GOVIND VIDHARTH,Composer
N0974S,,2490546,,GYORGY PASZTOR LASZLO,Composer
WVBG1O,,2739141,,AXS,OriginalPublisher
AVE85P,,3846204,859654578,BLOKKMONSTA,Composer
GV8BB1,,2323863,,SANG JUN HWANG,Composer
LA8N2Y,T3034649946,2518460,773080831,ANNE ALA,Lyricist
G4750K,T0700669777,2715726,862215741,MUSICOIN,OriginalPublisher
FVAZOD,,2725643,542127872,AXS APM,RightsAdministrator
SVGJV6,,2821500,,EMI MUSIC PUB AUSTRALIA PTY LT,OriginalPublisher
TVFQH5,T9131477117,2826990,,PURPLE FOX LIMITED,OriginalPublisher
SVHDPD,,2933710,,COURSE VIEW MUSIC PUBLISHING,OriginalPublisher
CV9UZZ,T3064114945,366481,487678973,JOSHUA DAVID ANSLEY,ComposerLyricist
SVHBCC,T0709941763,3836476,,GOLDBERG,Composer
NVCP7H,,2360927,,JAMIE PORTEE,Composer
BV9QYB,T0724709425,330955,294875212,MARCUS WAYNE STRICKLAND,ComposerLyricist
Z31650,T0026078954,2523508,277217648,SHMUEL FLAISHLER,Composer
CA9OKP,,2525228,,JORDAN SCHMIDT,ComposerLyricist
CV82C9,,2528257,668061331,JORDAN SEARS,Composer
YD0F25,T9236836707,2561116,295093734,ARICA SONER,ComposerLyricist
AA89M6,T3017713309,2725774,,LIQUID CINEMA APM,RightsAdministrator
IVABPX,,2809513,239941929,WELL HOLLOW MUSIC,OriginalPublisher
MVA388,,356453,185857125,KENNETH BRIAN LEWIS,Composer
DVAN86,T3057884392,361727,475792602,SYLVESTER ALLEN JR SESSOMS,ComposerLyricist
P7492B,,3852681,12115450,ALEXANDER GOEHR,Composer
DB19DT,,415102,419157749,MATTHEW ALAN FRIEDMAN,ComposerLyricist
TVEZYR,,4193257,,RONALD HOLDER,Composer
SVHDPD,,4361552,659053526,JEFFREY PETERSON,Composer
EA82AZ,T9287095038,4573770,822093753,DOMINIQUE MITCHELL,ComposerLyricist
GVD21K,T9135303854,4022166,599177582,TOMAS DVORAK,ComposerLyricist
PA3Q6K,,422973,660554251,PITCH MUSIC,OriginalPublisher
P5899H,,4518751,1003141246,ANTHEM NEW COLORFUL PICTURE MUSIC,OriginalPublisher
T02174,T0101578260,4020127,17242118,GORDON LANGFORD,Composer
TVFMVN,T9214242087,435669,608727924,BARA YONGUN KEYMEN,ComposerLyricist
EV9MIS,T9248181626,4570969,,Tai Yang Shen,OriginalPublisher
H11463,,4661765,387853600,CURB WORD MUSIC,OriginalPublisher
DB0YEY,,3967089,612637366,WALTER BRADFORD,ComposerLyricist
AVDUFU,T9019246765,4587169,209328575,JOHN R ESPOSITO,ComposerLyricist
BVAAUV,T3105305504,431076,218128290,BRIAN THOMAS CURTIN,ComposerLyricist
KE9H3I,T9102532014,437447,241109607,ALI ISKENDER PAYDAS,Arranger
WB91LR,,4549875,898534177,7FYN PUBLISHING,OriginalPublisher
MVBYEA,,3983392,139778130,MARTY DAVICH,Composer
RV9OO5,T3148930847,422499,681520157,JORDAN MCDONALD BALES,ComposerLyricist
IC5ZHM,,468000,484934217,JUN NAITOU,ComposerLyricist
L4176H,,4051897,550267464,EVANGELIA NIKOLAKOPOULOU,Composer
BVA39F,T3064199602,409642,,JOSEPH BOGAN,ComposerLyricist
IV8IZ8,T9103930694,433210,691975686,AURELIEN ALEXANDRE CHAVOIX,ComposerLyricist
I3811L,T9046832637,4412347,451727653,JULIE BONK,ComposerLyricist
FE5X5Y,,4519433,515785435,BERRY MUSIC CO (LIBRARY) LTD,OriginalPublisher
CA04WV,T9029473141,2454487,590007666,KENNETH SMITH,ComposerLyricist
LVBWN8,T7035041115,2826980,649572405,GUM COLLECTIONS,OriginalPublisher
N29864,,2361176,,PAPPU DEAR PAWAN DEVGAN,Composer
YV7ZV5,T3057846734,321897,288513338,ELIOT BERNAS HOUSER,ComposerLyricist
WVAP69,,2416761,582932031,SEBASTIAN CLEEMANN,Composer
EVCC3T,T9257014361,2933709,556296615,ASSIGNEE MUSIC,OriginalPublisher
D3071V,,3178879,162326785,PAUL RODRIGUEZ MUSIC LTD.,OriginalPublisher
HV7F0L,,2386990,598842482,BRANDON MURPHY,Composer
AV847G,T9173566251,2888336,714840353,NICE LIFE,OriginalPublisher
AVDPRL,T9158206509,415771,616501475,DOMINIK LUKE MARSDEN JOHNSON,Composer
L1753J,,4163116,857988943,EYRAM RUBY AMANFU ASHWORTH,Composer
R2148Q,T9028288804,422992,347600274,JONATHAN A SLOTT,ComposerLyricist
AC4ZST,T3113485664,4607220,668859274,ALIBOTS,OriginalPublisher
MVCDHP,,3929428,,ERIC SHAW,Composer
MV9XOO,T3060491187,405596,348630746,SETH RAFTER ROBERTS,ComposerLyricist
T4919O,,4074568,39657154,DP,Composer
G2377N,T9196001204,434898,,DENIZ AYTEKIN,Lyricist
BA76D0,,422974,268799883,ROBERT EDWARD BRADLEY,Composer
CVC0LT,T9002973060,388604,12845501,JAMES PATRICK KALETH,Composer
DVCUCD,T0425479146,4101001,218508866,ADOLFO VIGUERA LOPEZ MURILLAS,Composer
BB0HPS,,414108,254341191,DANIEL ALEXIS PEMBERTON,Composer
RV85L3,,418587,443367848,RAPHAEL RAGUCCI,ComposerLyricist
L5136S,T0114186876,4451954,47034990,DANNY KUSTOW,ComposerLyricist
LA4SDB,T3073743183,3935149,811526172,JEPHTE MBISI,Composer
HV95WW,T9291323596,408180,456335939,GUY AMITAI,ComposerLyricist
UA4LQE,T7040685870,4525892,708498802,MAMADOU BACHIR SENE,Composer
MA7QM7,T9248167148,4584682,,JEFFREY HENRY WOODALL,ComposerLyricist
I13302,,429281,,EDWARD MAHONEY,Composer
T4466M,T9047959842,3923009,242306404,KAT GREEN,ComposerLyricist
BVDBYK,T9257061500,2933709,556296615,ASSIGNEE MUSIC,OriginalPublisher
EVC4RY,,2725805,,PURPLE FOX APM,RightsAdministrator
DV8D87,T9176615773,2747926,805825437,KEHLANI MUSIC,OriginalPublisher
HVBB22,T9156685562,2725647,,BRUTON APM,RightsAdministrator
P4547P,,2343160,,PAPPU MASTANA,Composer
SVC99D,T3064365164,460391,425260190,TYLER CAIN,ComposerLyricist
G2377N,T9196001204,433068,581490534,UNIVERSAL MUZIK TAKSIM EDISYON A S,OriginalPublisher
FV7DRW,T0702543530,4160754,138878915,STEVE ROACH,Composer
BA7KSA,,450588,567454222,GAVIN EDWARDS,Composer
T03498,T0727358975,415080,227073975,KURT D COBAIN,ComposerLyricist
DV8D87,T9176615773,453910,715401478,KEHLANI ASHLEY PARRISH,ComposerLyricist
LVBWRI,T7030515610,2725717,812722952,CEZAME METRO PARK,RightsAdministrator
P5899H,,4336342,335469154,JEFF PFEIFER,Composer
TVBCQL,T3057802554,376266,,TIM JACKSON,ComposerLyricist
SVBET8,,1430620,484837507,FAITH NEHEMA BREDWOOD,ComposerLyricist
LV7X8B,,1553765,461168951,KUMI OKAMOTO,Composer
MVCN25,T9214357241,1561814,160528487,ROGER ENO,Composer
HA0JB6,T8044075391,1578627,597626690,YVES VAN GEERTSOM,ComposerLyricist
UV7AY9,,1580664,,KOLJA ERDMANN,Composer
FVB4TX,T9203228391,1624774,515581849,BERNARD JAMES II PERRY,Composer
BV9RH8,T0710870066,105271,335710186,HERBERT E TRIBINO,ComposerLyricist
HA0JB6,T8044075391,1123222,436216767,SANDER J C WAAL VAN DER,ComposerLyricist
EVCC3T,T9257014361,1357450,131130343,WILLIAM LEROY PEARSON,ComposerLyricist
C9067I,,1377041,,IURI SANSON AGUILERA,Composer
V18864,,1547588,,CYRIL VERLEY,Composer
V0928Y,,1577059,,DANIEL TESTAS,Composer
GE8CSE,T3114220070,1590383,401719588,GEORG SCHLUNEGGER,ComposerLyricist
T5743V,T9120193193,1656367,246193954,ZEMYA SYLVETA HAMILTON,Composer
I5329K,,1659856,,ARMAND PIRON (DP),Composer
L60807,,1082936,15741993,TOIVO PIETARI JOHANNES KAERKI,Composer
TV7QFY,,1082974,18873266,PAUL JAMES MCCARTNEY,Composer
IB9050,T3011020938,1128237,559738299,BRANDON PAAK ANDERSON,ComposerLyricist
X6119G,T9068591640,1188502,,PETR KUCERA,Composer
P7873S,,1270675,61989932,GERALD PERKINS,Composer
L7599W,,1466210,,JOSE MANUEL FIGUEROA FIGUEROA,Composer
F6667A,,1516682,,C.T.B. DROOGER,Composer
G6593I,,1520324,281579632,JULIETTE MORGAN,Composer
R1378G,T0722265668,1687805,63682564,SIDNEY J. SIMIEN,ComposerLyricist
CV9NOX,,104685,598327301,BLICKER ERIK DAVID,ComposerLyricist
N7073M,T9109442413,1121603,490951137,TUDOR IONESCU,ComposerLyricist
A6795P,,1186709,,JUAN MANUEL ROBLES REYES,Composer
T1785N,,1488252,,EZRA KEARAMA,Composer
M58758,,1554998,,CHIRAG JAIPURI,Composer
BVADC3,T3057216027,108085,125458576,DANIEL DEE SNIDER,ComposerLyricist
C5328X,,1155258,,ALEJANDRO JAEN PALACIOS,Composer
SC0520,,1188548,632859328,REUBEN LEON STYLES-RICHARDS,ComposerLyricist
TV89DU,,1382945,722223485,KOEN MESTRUM,Composer
F77187,T0700580013,1579959,59605656,PETER WOLF,ComposerLyricist
J1051G,,1756861,32953781,ALBERT WILLEMETZ,Composer
SVD46P,T0352905500,1961104,550016987,CARLOS ALBERTO PALOMARES GONZALEZ,ComposerLyricist
CV9OIN,T3057704691,176703,294872123,STEVEN DUEL ROPER,ComposerLyricist
X8995F,,1786036,,CORREA LAURENCE,Composer
X04329,,1730016,,ZHENG-QI WU,Composer
AC605N,T3107643910,1954784,515259754,MICHAEL JAMES GETCHES,ComposerLyricist
OV827Z,T9180963386,1789688,457510358,GEORGE STEVENS TRYFONOS,ComposerLyricist
DA7JOJ,T0401052843,1809369,535195937,MOISES CLEYTON DE OLIVEIRA,ComposerLyricist
VV7WZD,,1813881,,JOEL HAMBURGER,Composer
S6308C,T8026888201,1727807,584967975,BENJAMIN ESSER,ComposerLyricist
C9892J,T1066563902,1890515,,JIRI SVOBODA,Composer
TV85QE,T0100511656,1950325,122353317,CHRISTOPHER ANDREW KNOWLES,Composer
Y2627M,T9092644569,1969061,559226527,NATHANIEL KEBLE RITCHIE,Composer
DA2LVC,T9194840272,1860390,218628069,JERRY L DIXON,ComposerLyricist
K2647J,,1968266,,SPINNA B-ILL,Composer
R28976,,1361978,,ROUKOUNAS KOSTAS KONSTAND,Composer
X04329,,1433845,,FAN LEE ZHENG,Composer
M5368W,,1718333,,CONTI CORRADO,Composer
TD8C5B,T3040126505,4792343,246182275,FRANCISCO GIL PASTOR,Composer
C7782I,,493100,180165192,RIVERS CUOMO,Composer
N1191N,,516229,85092270,JOHN CROFTON HARLE,Composer
HA0JB6,T8044075391,482435,277979684,MUSICALLSTARS BV,OriginalPublisher
SC7TMI,T9053263755,492243,428476532,STUART MICHAEL THOMAS,ComposerLyricist
GD9D8U,,4872190,1016528779,ALFRED BELUOLISA AREH,ComposerLyricist
BVDCDZ,T9253339241,515733,348860430,FRANCIS PAUL HURTUBISE,ComposerLyricist
AVDSYI,T9310095886,492525,340131029,ALAN ANTHONY SILVESTRI,Composer
E56991,T8008792357,519616,,ED. WIENER BOHEME VERLAG,OriginalPublisher
E64189,T9132149952,493112,260802686,HENRY PRYCE JACKMAN,ComposerLyricist
B9643H,,492984,161766069,EDWARD ROBERT SHEARMUR,Composer
N0974S,,519246,,A.E.P.I.,OriginalPublisher
GA5CTH,,4814765,,PEYTON PORTER,ComposerLyricist
M59041,,484575,448562431,TRADITIONAL,Composer
SVGXTY,T9103788563,493345,358664029,MATT DAVID KOSKENMAKI,Composer
GV9WMK,,488163,633450075,YU CHEN MAO,Composer
ND0C8B,T9287452668,515893,628695896,RICHARD AIKINS,Composer
JC6HWF,T9177985567,517005,258553049,PER OLOF HAGGSTROM,ComposerLyricist
