Work ID,Work ISWC,Party ID,Party IPI Name,Party Full Name,Party Role
D4191E,T0117036971,840047,871669397,"CONCORD MUSIC GROUP, INC. DBA CONCORD COPYRIGHTS",RightsAdministrator
WV7RTN,,857891,721131498,CHALK MUSIC,OriginalPublisher
SV99NS,,784591,451735067,1917 MUSIC,RightsAdministrator
AVAXTQ,T9123548618,1395985,214123914,MONTGOMERY CARSON WARDEN,ComposerLyricist
O26732,,1185303,,SATISH KUMAR,Composer
E58791,T0700518075,984263,130116829,SUSANNA LEE HOFFS,Composer
H2413E,T0006146662,327926,183737150,PATRICK MICHAEL SMITH,ComposerLyricist
H2413E,T0006146662,336110,189654316,HITCO MUSIC,OriginalPublisher
H2413E,T0006146662,371557,449226738,CANDICE CLOTIEL NELSON,ComposerLyricist
IV7NQB,,2322864,221988751,NORUS PADIDAR,ComposerLyricist
PVBJ47,,430481,544553350,YI WEI WU,Lyricist
DB0YEY,,4573770,822093753,DOMINIQUE MITCHELL,ComposerLyricist
GE24UF,T3015353427,437729,284744729,IBRAHIM DIZLEK,Lyricist
HVB3ZQ,,4274420,,DOMENIC HEYER,Composer
C8695W,,2570456,,JEAN-CHARLES BOUTIN,Composer
HA3PQS,,447644,654872119,STEPHEN CHRISTOPHER TAIT,Composer
DA272K,T9202896068,2764862,736056933,RANDALL EUGENE PY,ComposerLyricist
SV99NS,,2312231,,ROBIN MACATANGAY,Composer
PVCGMY,,4484523,161043412,VIKTOR MASTORIDIS,Composer
LVAJQM,,1377677,,CARLOS HERIBERTO AGUILAR PARAMO,Composer
Z1547O,,1365206,353166372,PEI PEI CHUNG,Composer
I19488,T0714971615,10800,52207317,DESIGNER MUSIC,OriginalPublisher
E58791,T0700518075,1953530,128254972,TOM KELLY,Composer
M3212N,,1608872,,CHARLES ORLANDO HARRISON,ComposerLyricist
EA82AZ,T9287095038,5119782,383202284,CREATE SONGS PUBLISHING,RightsAdministrator
VB0K5R,T0399417389,5169388,1102334131,ABRAMUS DIGITAL,RightsAdministrator
